-9.270030e-06,1.024570e-27,-4.949084e-05
-8.343769e-06,1.245748e-27,1.341926e-04
1.299125e-05,1.089034e-28,5.048504e-05
-7.546649e-06,-4.324452e-27,-3.197442e-04
1.044918e-05,6.098040e-28,-8.177607e-05
1.227537e-05,-2.410159e-27,2.963691e-04
6.531910e-06,1.384481e-27,2.002887e-04
-7.483953e-06,4.584131e-27,-2.689080e-04
6.782592e-06,1.188983e-27,-2.113874e-04
-2.208489e-05,-1.726334e-27,-2.248464e-05
-5.920280e-06,-3.914019e-27,-3.441108e-04
-9.748256e-06,-4.116792e-28,-1.427030e-04
2.293881e-05,2.220534e-27,3.595351e-04
-4.085707e-06,-1.383303e-27,1.335126e-04
1.134374e-05,-7.977250e-29,1.369593e-04
-1.157253e-05,-3.665501e-27,2.250374e-04
-2.217253e-06,-2.838691e-27,-3.294357e-04
-4.409076e-06,-2.657656e-27,-1.848063e-04
-6.975331e-06,-1.565695e-27,-3.407497e-04
7.597310e-07,-9.052940e-28,3.922227e-05
-4.992779e-07,8.977893e-27,2.523172e-04
8.214703e-06,5.699026e-27,3.989638e-05
8.575530e-06,-2.316871e-27,3.452433e-04
8.686515e-06,1.930278e-27,1.363690e-04
1.340333e-05,-4.389169e-27,3.056961e-04
-5.792485e-06,-5.696099e-28,3.281689e-04
-7.936320e-06,5.303856e-27,2.922722e-04
5.347370e-06,-2.976948e-27,2.193392e-04
4.553103e-06,-3.049552e-27,-2.694899e-05
-8.425879e-06,2.258115e-27,3.227136e-04
-5.119878e-06,3.403192e-27,6.916451e-05
-4.534973e-06,3.736444e-27,1.165952e-05
7.093967e-06,2.519676e-27,1.198060e-04
2.354845e-05,-2.635383e-28,2.367828e-04
1.503983e-05,-7.603751e-28,2.194326e-04
1.154901e-05,6.419562e-28,-1.639439e-04
-1.963534e-05,-3.795002e-27,2.952947e-04
-1.143859e-05,2.920265e-27,-1.697176e-05
-4.917128e-06,8.840620e-27,-2.341304e-04
-1.370091e-05,-3.549142e-27,2.238771e-04
-2.590736e-05,1.651166e-27,1.245272e-04
2.989841e-06,-1.397786e-27,-6.760354e-05
9.711622e-06,3.760857e-28,2.355409e-04
