2.357367e-05,-6.485443e-05
-2.288762e-05,-6.794564e-05
-3.402117e-06,1.370340e-04
1.510835e-05,-1.242716e-04
1.037159e-05,1.097521e-06
-1.132308e-05,3.969524e-05
1.332948e-05,1.161758e-04
-4.828330e-06,-1.313838e-04
2.473105e-06,1.307437e-04
8.977671e-06,-1.330510e-04
1.678100e-05,9.954287e-05
5.447408e-06,2.248868e-05
-1.007193e-05,1.084533e-04
9.507713e-06,-1.314838e-04
-9.348148e-06,-1.298643e-04
-1.375124e-07,1.231430e-05
6.478282e-06,1.101839e-04
3.515089e-06,1.443001e-04
3.953083e-07,1.046548e-05
-2.950815e-05,3.665616e-05
-7.780104e-06,-1.477666e-04
1.551689e-05,1.300148e-04
1.602956e-06,2.886274e-05
-9.946421e-07,1.393017e-04
-3.304242e-06,-6.318734e-05
3.379436e-06,-1.256180e-04
-1.802818e-05,1.254699e-04
1.714960e-05,3.940017e-05
1.136397e-05,-1.228475e-04
8.268841e-06,9.051724e-05
1.304942e-05,7.090255e-05
-6.307189e-07,-9.454534e-05
-8.674943e-06,7.324095e-05
-8.963754e-06,1.197713e-04
-1.167178e-05,9.812958e-05
-6.000542e-06,3.800854e-05
-5.345459e-06,-9.701740e-05
1.148086e-05,1.399290e-04
1.187226e-05,-8.250526e-05
1.802690e-05,-1.254625e-04
-2.813571e-06,5.500625e-05
2.088319e-06,-1.233614e-04
6.369912e-06,-4.770265e-05
-1.113258e-05,1.137847e-04
1.737389e-05,1.386399e-04
3.409570e-06,-1.320066e-04
1.483914e-05,-1.281750e-04
5.906023e-06,1.477770e-04
9.107126e-06,1.522844e-04
8.164435e-06,-1.166971e-04
9.286227e-07,7.146251e-06
1.828688e-06,-1.086009e-04
-6.510620e-06,-2.587408e-05
2.781591e-05,-2.551059e-05
-9.660865e-06,-1.313001e-04
-9.367138e-06,-1.501548e-04
4.374657e-06,4.653584e-05
-1.799393e-05,8.616183e-05
4.061502e-06,1.405307e-04
-2.311731e-06,1.214825e-04
2.419038e-05,-3.432293e-05
-2.878663e-05,-1.721320e-04
6.224974e-06,7.837756e-05
-4.362446e-06,-7.944918e-05
1.948067e-06,1.196009e-04
-3.427354e-06,1.006665e-04
-5.524303e-06,1.356501e-04
8.341677e-06,1.072818e-04
4.688990e-06,-8.852466e-05
8.423434e-06,-1.066459e-04
1.334771e-05,1.501735e-04
-1.588208e-05,1.159531e-04
-1.228321e-06,8.401129e-05
-6.378231e-06,1.628673e-05
-7.226664e-06,-1.382786e-04
6.358446e-06,-8.556425e-05
1.386985e-05,1.358684e-04
-1.398069e-05,3.045725e-05
2.455381e-06,1.436606e-04
-4.763827e-06,8.307842e-05
-1.309789e-05,-1.538780e-04
-4.940295e-06,4.944206e-05
-2.359875e-05,1.093010e-04
-1.689979e-06,-1.060171e-04
-1.628787e-06,-1.127756e-04
5.684872e-07,1.199377e-04
7.544028e-06,1.074605e-04
-1.075777e-07,-7.229622e-05
6.087041e-06,-9.879923e-05
-4.418943e-06,7.751082e-05
-5.744910e-06,6.770676e-05
7.541527e-06,1.128127e-04
1.429604e-05,-1.268382e-04
6.630110e-06,-6.632528e-05
1.191825e-05,-1.262963e-04
1.359022e-05,1.000866e-04
1.520821e-05,1.481549e-04
1.315103e-06,-5.464815e-05
8.323168e-06,1.390470e-04
4.388482e-06,6.636329e-06
9.186212e-06,-1.686953e-05
-2.421872e-05,-7.245734e-05
