9.844505e-06,5.852544e-27,1.693901e-05
-1.489460e-05,7.964094e-28,-1.083967e-05
-1.111313e-05,-3.319164e-27,9.767645e-05
-5.203347e-06,-4.403846e-27,3.243145e-05
1.142972e-05,-1.670571e-27,-1.182286e-05
-3.060157e-06,1.343794e-27,3.807912e-07
1.912423e-06,1.152792e-28,1.050211e-04
-5.749338e-06,6.470215e-28,6.039935e-05
2.203766e-05,-1.697220e-28,-7.072194e-05
-6.285961e-06,1.541948e-27,6.820609e-05
-2.766580e-06,1.607164e-28,-6.137375e-05
1.625419e-06,1.808300e-27,7.761467e-05
1.078189e-05,8.691834e-27,-8.700576e-06
-1.436862e-05,-1.143605e-27,-2.768943e-05
1.567566e-05,5.191444e-28,-3.409944e-05
3.555461e-06,4.206729e-27,7.729276e-05
1.581686e-05,8.666926e-28,3.810963e-05
-3.841321e-07,1.966160e-27,-3.317820e-05
-2.026499e-05,-5.112267e-27,-1.241610e-04
4.094906e-06,2.959552e-27,6.428278e-05
1.486374e-06,-8.174051e-28,-5.099471e-05
6.541608e-06,-5.782674e-27,-4.678167e-05
-2.003555e-05,8.131093e-29,-1.115066e-04
1.414617e-08,3.945541e-27,3.983833e-05
-3.457027e-06,5.646645e-27,-6.984355e-07
1.036871e-05,4.903619e-27,-4.583588e-06
-7.644694e-06,9.819135e-27,9.780553e-05
9.604053e-06,3.662736e-27,8.280113e-05
-2.174931e-06,-4.152727e-27,-1.042608e-04
-1.351127e-06,5.033170e-27,-5.788036e-05
-2.031028e-06,4.456340e-29,7.429267e-05
8.288812e-06,-3.339919e-27,1.041763e-04
-6.024776e-06,7.225733e-27,7.463455e-05
1.239399e-05,1.993342e-27,-4.169300e-05
4.010333e-06,2.035569e-28,5.864668e-05
-1.932419e-06,-2.374766e-27,-1.068618e-04
1.460259e-05,7.299278e-27,-5.592146e-05
1.553241e-05,-9.915614e-28,7.835721e-05
-9.386878e-06,3.346436e-27,-1.099718e-04
2.619588e-05,3.457147e-27,3.870578e-05
1.493156e-06,1.215141e-26,-6.431489e-05
2.422890e-05,-2.996163e-27,8.489364e-05
-7.298233e-06,3.774978e-27,-4.422517e-05
-4.383623e-07,-1.190892e-27,8.135650e-05
9.151564e-06,4.558203e-27,6.580338e-05
-9.654554e-06,5.059569e-27,-1.106611e-04
3.946929e-06,3.216036e-27,-9.224590e-05
-1.346140e-05,8.625950e-27,4.732098e-05
1.852922e-05,1.995537e-27,-6.762896e-05
1.290927e-05,5.360776e-28,-5.187641e-06
-1.688715e-05,1.243367e-28,-2.490961e-05
3.541944e-06,-4.954161e-28,9.696395e-05
2.066840e-05,-3.787475e-27,-7.934057e-05
-2.212978e-07,6.940897e-29,9.780004e-05
9.123827e-06,-3.008266e-27,1.089041e-04
8.571848e-06,1.946175e-27,1.175114e-04
-4.224552e-06,-1.613142e-27,7.572234e-05
9.534547e-06,7.641263e-28,-8.641936e-05
1.552259e-05,-1.979663e-27,9.579641e-05
8.845160e-06,-3.503190e-27,1.151027e-04
4.583971e-06,-2.651736e-27,1.116906e-04
-2.210368e-05,3.284593e-27,-8.896331e-05
1.717740e-06,5.545444e-27,2.812358e-05
9.923464e-06,-4.498623e-27,1.061291e-04
-1.320075e-05,3.835191e-27,5.917725e-05
3.394393e-06,-3.707793e-27,-1.036162e-04
5.882219e-06,1.931217e-27,8.345983e-05
-1.704720e-05,2.871329e-27,-7.955781e-05
-9.259322e-06,-1.091519e-27,9.402824e-05
-7.475654e-06,-3.832301e-28,-7.984015e-05
-9.267233e-06,6.159125e-27,8.656570e-05
-5.214050e-06,-2.492451e-27,5.463253e-05
7.315831e-06,4.143186e-27,4.622206e-06
1.153036e-05,-2.809105e-27,9.352938e-05
6.606044e-06,5.129392e-27,-9.059944e-05
-1.188687e-05,1.015479e-26,8.247725e-05
-3.536365e-06,2.340000e-28,-1.028142e-04
-3.379806e-06,4.292421e-27,9.605388e-05
2.621213e-06,4.117947e-27,-8.966064e-05
-1.055898e-05,1.223817e-27,8.800162e-05
-4.467699e-06,-1.708326e-27,1.009121e-04
1.418435e-05,-1.425202e-26,1.046443e-04
-6.843804e-08,3.414190e-27,-1.078270e-04
-4.087919e-06,-1.675964e-27,-7.704109e-05
1.871357e-05,-9.670938e-28,1.006087e-04
-4.539706e-06,3.631681e-27,-5.273297e-05
-1.083730e-05,-1.954406e-27,9.486662e-05
