6.295016e-06,-1.319874e-04
-4.300496e-06,-1.712542e-04
-1.776594e-06,1.439082e-04
-8.482548e-06,1.222815e-04
8.263283e-06,9.130695e-05
1.340849e-05,9.679770e-05
3.144461e-06,-1.678815e-04
-2.049247e-06,1.572651e-04
-4.118124e-06,-2.123654e-05
-8.999143e-06,1.584585e-04
1.395429e-05,5.136297e-05
-1.244474e-05,1.637501e-04
1.593836e-06,-9.487008e-06
-9.799111e-06,1.529843e-04
-1.052099e-05,3.816203e-05
-1.555830e-05,-2.501244e-05
9.327092e-06,9.158153e-05
-8.243695e-06,3.338725e-06
6.382016e-06,-3.834849e-06
-9.946777e-07,1.712213e-04
-4.093151e-06,-1.037322e-04
1.592161e-05,-1.394114e-04
-5.411821e-06,-1.367617e-04
-4.309565e-06,-1.806054e-04
8.833845e-06,1.846810e-04
-1.498787e-05,-1.461882e-04
1.564758e-05,-1.525491e-04
-2.139572e-05,-8.119322e-05
5.847986e-06,-1.457227e-05
-4.085967e-06,-1.241634e-04
-6.964031e-06,-1.785991e-04
4.792407e-07,-1.753358e-04
-1.353555e-05,1.190985e-04
1.842479e-05,1.880705e-04
6.543626e-06,-8.327927e-05
5.146107e-06,1.352611e-04
-1.642651e-05,1.589349e-04
9.671364e-06,1.317777e-04
1.179274e-05,1.506421e-04
-1.405012e-05,1.559525e-04
-9.049030e-06,-3.459340e-05
1.671004e-07,-1.118173e-04
-4.721506e-06,1.699229e-04
4.889036e-07,-1.641789e-04
8.321567e-07,1.442114e-04
-4.857757e-06,-1.766485e-04
-4.704309e-06,1.452594e-04
9.493574e-06,-1.430119e-04
7.088760e-07,-1.366517e-04
-1.782388e-05,-2.723830e-05
1.714107e-05,7.241832e-05
-1.697032e-06,-1.079007e-04
2.155325e-05,5.775535e-05
-8.304937e-06,-1.846312e-04
1.414654e-05,1.849196e-04
-2.850672e-05,-1.942544e-04
-1.622772e-06,-1.233244e-04
-2.384454e-05,9.799530e-05
2.015974e-06,-6.996241e-05
4.571276e-06,1.761266e-04
6.628914e-06,-9.236092e-05
-2.865094e-05,1.334677e-04
-7.795857e-06,-1.606435e-04
-1.138455e-05,1.634386e-04
-1.413132e-05,-1.552894e-04
-8.670812e-06,7.865839e-05
4.184612e-06,-1.657853e-04
-9.096776e-06,-1.848930e-04
-7.102610e-06,1.502801e-04
2.116600e-06,-5.478309e-05
-2.116336e-05,3.550725e-05
-9.495696e-06,1.470363e-04
-5.160263e-06,-9.533121e-05
-3.928129e-06,1.719275e-04
-2.621471e-05,2.148198e-05
9.806589e-06,-1.368638e-04
-2.685644e-06,-1.203515e-04
5.772868e-06,-1.528757e-04
-9.793364e-06,1.610499e-04
-5.880659e-06,-1.340122e-04
-1.584013e-05,2.988791e-05
1.576125e-06,-9.354226e-05
1.776712e-06,-1.441747e-04
2.187736e-05,1.972904e-04
3.997110e-07,-2.090949e-06
5.559174e-06,-1.150893e-04
8.420341e-06,-1.232961e-04
2.014987e-05,-1.547600e-04
-1.223691e-06,8.882694e-05
4.035515e-07,-1.556885e-05
-5.138534e-06,-1.526686e-04
2.197732e-07,-1.677193e-04
-7.832889e-06,-5.683975e-05
1.521545e-06,-1.645140e-04
5.286858e-06,-1.367448e-04
7.507422e-06,1.850755e-04
